,,,Announced Date,Pricing date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Security type,Market cap
PSNL US,2019-05-23,2019-06-20,2019-05-23,2019-06-19,2019-06-20,PSNL US,Personalis Inc,154.865,7.9215,17.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",525.97,39.41176605,67.58823395,"Bank of America Merrill Lynch, Morgan Stanley, Cowen & Co",Common,525.97
QTNA US,2016-09-29,2016-10-28,2016-09-29,2016-10-28,2016-10-28,QTNA US,Quantenna Communications Inc,108.408,6.7,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",525.706,5.0,-3.125,"Morgan Stanley, Barclays, Deutsche Bank",Common,525.706
XOOM US,2013-01-11,2013-02-15,2013-01-11,2013-02-14,2013-02-15,XOOM US,Xoom Corp,116.381,6.325,16.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed,Emerging Growth Company",524.6,31.25,59.3125,"Barclays, Needham & Co Inc",Common,524.6
AMAL US,2018-07-20,2018-08-09,2018-07-20,2018-08-08,2018-08-09,AMAL US,Amalgamated Bank,119.761,6.7187,15.5,"IPO,Primary Share Offering,Secondary Share Offering",0.0,3.225806475,6.451612949,"JP Morgan, Barclays, Stifel",Class A,524.2311359999999
TWOU US,2014-02-21,2014-03-28,2014-02-21,2014-03-28,2014-03-28,TWOU US,2U Inc,133.074,9.175,13.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,Emerging Growth Company",522.49,0.0,7.538461685,"Goldman Sachs, Credit Suisse",Common,522.49
DATE US,2011-04-20,2011-05-11,2011-04-20,2011-05-11,2011-05-11,DATE US,Jiayuan.com International Ltd,80.971,7.1,11.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",518.65,0.0,-4.363636494,"Citi, Bank of America Merrill Lynch",ADR,518.65
ARVN US,2018-08-30,2018-09-27,2018-08-30,2018-09-26,2018-09-27,ARVN US,Arvinas Inc,123.208,7.5,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",517.747,31.25,0.3125,"Goldman Sachs, Citi, Piper Jaffray & Co",Common,517.747
BEST US,2017-06-26,2017-09-20,2017-06-26,2017-09-19,2017-09-20,BEST US,BEST Inc,517.5,45.0,10.0,"IPO,Primary Share Offering,VC Backed,VC Exit",517.5,14.80000019,5.199999809,"Credit Suisse, Goldman Sachs, JP Morgan, Citi, Deutsche Bank",ADR,517.5
ARMO US,2017-12-29,2018-01-26,2017-12-29,2018-01-25,2018-01-26,ARMO US,ARMO BioSciences Inc,147.2,7.5294,17.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",516.887,64.70587921,74.94117737,"Jefferies, SVB Leerink LLC, BMO Capital Markets",Common,516.887
MGTA US,2018-05-24,2018-06-21,2018-05-24,2018-06-20,2018-06-21,MGTA US,Magenta Therapeutics Inc,100.001,6.6667,15.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",515.554,3.333333254,-3.200000048,"JP Morgan, Goldman Sachs, Cowen & Co",Common,515.554
NDLS US,2013-05-23,2013-06-28,2013-05-23,2013-06-27,2013-06-28,NDLS US,Noodles & Co,110.892,5.3571,18.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",514.73,77.77777863,104.1666641,"Morgan Stanley, UBS",Class A,514.73
JNCE US,2016-12-30,2017-01-27,2016-12-30,2017-01-26,2017-01-27,JNCE US,Jounce Therapeutics Inc,117.117,6.365,16.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",513.949,12.5,7.8125,"JP Morgan, Cowen & Co",Common,513.949
EVLO US,2018-04-13,2018-05-09,2018-04-13,2018-05-08,2018-05-09,EVLO US,Evelo Biosciences Inc,85.0,5.3125,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",509.934,0.0,1.5625,"Morgan Stanley, Cowen & Co, BMO Capital Markets",Common,509.934
PTLA US,2013-04-12,2013-05-22,2013-04-12,2013-05-21,2013-05-22,PTLA US,Portola Pharmaceuticals Inc,140.45,8.4228,14.5,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",509.62,5.172413826,4.482758522,"Morgan Stanley, Credit Suisse",Common,509.62
NVTA US,2015-01-09,2015-02-12,2015-01-09,2015-02-11,2015-02-12,NVTA US,Invitae Corp,116.84,6.35,16.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",508.029,9.375,6.5625,"JP Morgan, Cowen & Co, SVB Leerink LLC",Common,508.029
ARAV US,2014-02-18,2014-03-21,2014-02-18,2014-03-20,2014-03-21,ARAV US,Aravive Inc,144.9,6.0,21.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",507.44,33.33333206,49.38095093,"Citi, Morgan Stanley",Common,507.44
CRCM US,2013-12-12,2014-01-24,2013-12-12,2014-01-23,2014-01-24,CRCM US,Care.com Inc,104.592,5.35,17.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,Emerging Growth Company",505.69,24.76470566,42.94117737,"Morgan Stanley, Bank of America Merrill Lynch, JP Morgan",Common,505.69
FMI US,2013-07-29,2013-09-25,2013-07-29,2013-09-24,2013-09-25,FMI US,Foundation Medicine Inc,121.9,5.8889,18.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",505.0,75.0,96.3888855,"JP Morgan, Goldman Sachs",Common,505.0
EPAM US,2011-06-10,2012-02-08,2011-06-10,2012-02-07,2012-02-08,EPAM US,EPAM Systems Inc,82.8,6.0,12.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",504.31,14.58333302,16.66666603,"Barclays, UBS, Citi, Renaissance Capital Pty Ltd",Common,504.31
FRPT US,2014-09-12,2014-11-07,2014-09-12,2014-11-06,2014-11-07,FRPT US,Freshpet Inc,179.689,10.4167,15.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",500.424,31.66666603,27.39999962,"Credit Suisse, Goldman Sachs",Common,500.424
CYNI US,2013-04-04,2013-05-09,2013-04-04,2013-05-08,2013-05-09,CYNI US,Cyan Inc,97.8892,8.0,11.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",499.73,-8.636363983,1.272727251,"Goldman Sachs, JP Morgan, Jefferies",Common,499.73
BRDR US,2014-02-18,2014-03-21,2014-02-18,2014-03-21,2014-03-21,BRDR US,Borderfree Inc,92.0,5.0,16.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",499.68,31.25,25.0,"Credit Suisse, RBC Capital Markets",Common,499.68
